,vendor,platform,firmware,module,guid,contains unstuffed,contains patch,rsm addrs,device,version,release_date
236,Lenovo,Client,lvfs/Lenovo/c0509a5b0d4ab04b6cf2d209ff78aa1247c5a7d6a7cf5af972cf926602b244c1-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.43/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x1084,0x201e,0x13e2",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.43,2016-07-08
237,Lenovo,Client,lvfs/Lenovo/8ff50e51a1270da4156cd648b0e5cfbb40b036ae4ec25850fb4782bec53f3e5e-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.45/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x1084,0x201e",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.45,2016-07-08
238,Lenovo,Client,lvfs/Lenovo/67ae49e884719ad039d758ad9c11d1a3dfd8369db53cf80623911462509b29e6-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.32/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x22e0,0x150e",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.32,2016-07-08
239,Lenovo,Client,lvfs/Lenovo/e910e3419293e6cebaf0a09b10fcad7980a96cfcc1d2cb910a2abd2be6995535-Lenovo-ThinkPad-X1-Titanium-Gen-1-SystemFirmware-0.1.11/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x2356,0x1519,0x10e2",ThinkPad X1 Titanium Gen 1,0.1.11,2016-07-08
240,Lenovo,Client,lvfs/Lenovo/4c98cc127b10b175e1f1eaf8ffc8ec731d4c1c2b0822712a58fcc305b6fb7a93-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.33/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x150e,0x22e0",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.33,2016-07-08
241,Lenovo,Client,lvfs/Lenovo/776d2fbe4b31cedc16c90907d603e4a7d8cfef1614c5e942b6b239c7cb7a8f8a-Lenovo-ThinkPad-X1-Titanium-SystemFirmware-0.1.9/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x2356,0x1519",ThinkPad X1 Titanium,0.1.9,2016-07-08
242,Lenovo,Client,lvfs/Lenovo/47f46affafc64e4ac49115db5117beb073c07d3184ed163d65daba11b892f662-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.32/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.32,2016-07-08
243,Lenovo,Client,lvfs/Lenovo/e430fb6d16dbfa6559806eaaee516b18b5bcf7ebdb614756df6e0f27dc49ab52-Lenovo-ThinkPad-X1-Titanium-Gen-1-SystemFirmware-0.1.19/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x1519,0x2275",ThinkPad X1 Titanium Gen 1,0.1.19,2016-07-08
244,Lenovo,Client,lvfs/Lenovo/8de0be64d35536bbed916ae37ee4ebea86936f120d5edbd0845e706e93df7252-Lenovo-ThinkPad-X1Carbon7th-X1Yoga4th-SystemFirmware-1.33/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x22e0,0x10e2",ThinkPad X1 Carbon 7th / X1 Yoga 4th,0.1.33,2016-07-08
245,Lenovo,Client,lvfs/Lenovo/e76c011911ab6395eb2e65641f964ba904acf4877d65bfdd9d25a956858f0a70-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.53/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x8687,0x897c",ThinkPad X1 Carbon 6th,0.1.53,2016-07-08
246,Lenovo,Client,lvfs/Lenovo/f6b805a260736f0f859a2cdde3c78287ddad27ce25eaf8669dbfc2cceba85541-Lenovo-ThinkPad-T480-SystemFirmware-1.31/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad T480,0.1.31,2016-07-08
247,Lenovo,Client,lvfs/Lenovo/f60d1ac8bdc0b1352627f7832705c970521bd4d62b6b6e3830a881f32939fb1e-Lenovo-ThinkPad-T470p-SystemFirmware-1.34/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x939c,0x88bc",ThinkPad T470p,0.1.34,2016-07-08
248,Lenovo,Client,lvfs/Lenovo/eef567d2363ca313d077c679ac379e52c2334fd4-Lenovo-ThinkPad-X1Yoga2nd-SystemFirmware-0.1.29/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88ec,0x9389,0x85f7",ThinkPad X1 Yoga 2nd,0.1.29,2016-07-08
249,Lenovo,Client,lvfs/Lenovo/be2f321ebf801f1b442c55505333b7d2694b334191280a8525ef173acb942ba6-Lenovo-ThinkPad-X280-SystemFirmware-1.40/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x897c,0x945c",ThinkPad X280,0.1.40,2016-07-08
250,Lenovo,Client,lvfs/Lenovo/315c8b3026f38bd3f29f5b336b9d83b107f0027f6a1e2d7272a4cd7377db5179-Lenovo-ThinkPad-X1Carbon5th-SystemFirmware-1.49/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x88bc,0x85c7",ThinkPad X1 Carbon 5th,0.1.49,2016-07-08
251,Lenovo,Client,lvfs/Lenovo/dd1fdf1ac801f502ca5e00a3a79c025544704474-Lenovo-ThinkPad-T570P51s-SystemFirmware-0.1.35/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85f7,0x9389,0x88ec",ThinkPad T570/P51s,0.1.35,2016-07-08
252,Lenovo,Client,lvfs/Lenovo/224c9a8c55d6d34f4cd4b1f7a3f06bc27f0f20207c5d7917c4388632386a012d-Lenovo-ThinkPad-T480-SystemFirmware-1.40P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x945c,0x8687",ThinkPad T480,0.1.40,2016-07-08
253,Lenovo,Client,lvfs/Lenovo/302cd2c51928f3c6c6a77f5203ddb67e9b2800dba59252e3dba666fc5893c6b0-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.51/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad X1 Carbon 6th,0.1.51,2016-07-08
254,Lenovo,Client,lvfs/Lenovo/0c284f7b11bb2bed20ba6b33669198a1ea5788c6c6a0f90aedb7fc9f16d97669-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.49/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x945c,0x897c",ThinkPad X1 Carbon 6th,0.1.49,2016-07-08
255,Lenovo,Client,lvfs/Lenovo/4707c13ca35ea181da0d78cc2f7c70ab5d502f4c99183dd4304962cb8a885f7f-Lenovo-ThinkPad-T470-SystemFirmware-1.62/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88bc,0x85c7,0x939c",ThinkPad T470 / ThinkPad 25,0.1.62,2016-07-08
256,Lenovo,Client,lvfs/Lenovo/179131a914877f40a907e535fe920a90d90f22399061dfe3580975864962563b-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.48/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad X1 Carbon 6th,0.1.48,2016-07-08
257,Lenovo,Client,lvfs/Lenovo/38ba1d2d19e9cd01dd3af354d88cf85f0e072695-Lenovo-ThinkPad-X1Yoga3rd-SystemFirmware-0.1.36/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9409,0x896c,0x8677",ThinkPad X1 Yoga 3rd,0.1.36,2016-07-08
258,Lenovo,Client,lvfs/Lenovo/064c5aa3256d43f5ed7c931447c20418203fab2f-Lenovo-ThinkPad-X1Yoga3nd-SystemFirmware-0.1.24/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x89ac,0x9449,0x86b7",ThinkPad X1 Yoga 3nd,0.1.24,2016-07-08
259,Lenovo,Client,lvfs/Lenovo/523b55c3a741d3cd7de7056d1550375c22082be56a76deac4fc2c353a4275335-Lenovo-ThinkPad-X1Yoga2nd-SystemFirmware-0.1.43/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x939c,0x88bc",ThinkPad X1 Yoga 2nd,0.1.43,2016-07-08
260,Lenovo,Client,lvfs/Lenovo/a3144bab38535767d718f5a8fac86405a9b0be8f-Lenovo-ThinkPad-X1Yoga2nd-SystemFirmware-0.1.31/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85f7,0x9389,0x88ec",ThinkPad X1 Yoga 2nd,0.1.31,2016-07-08
261,Lenovo,Client,lvfs/Lenovo/ecf6d7afa3487d7938765786e221be0ea970c24d081acbd0f6c45768ee6809e8-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.48P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x897c,0x945c",ThinkPad X1 Carbon 6th,0.1.48,2016-07-08
262,Lenovo,Client,lvfs/Lenovo/b9908ce020989e994eca1b7f79f53ca1e2229d30-Lenovo-ThinkPad-X1Yoga3rd-SystemFirmware-0.1.25/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9449,0x89ac,0x86b7",ThinkPad X1 Yoga 3rd,0.1.25,2016-07-08
263,Lenovo,Client,lvfs/Lenovo/b34c2f7ff93142b0822b32bf8f3beecd5b21384d90d0fe98b2c8ce2f48ec3d24-Lenovo-ThinkPad-T470p-SystemFirmware-1.31/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x88bc,0x939c",ThinkPad T470p,0.1.31,2016-07-08
264,Lenovo,Client,lvfs/Lenovo/d10db9627bf532f96894a5b47d232a9923de521de29394bd26ba709a9fc41602-Lenovo-ThinkPad-T470-SystemFirmware-1.69/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88bc,0x939c,0x85c7",ThinkPad T470 / ThinkPad 25,0.1.69,2016-07-08
265,Lenovo,Client,lvfs/Lenovo/b147ac85cb273852a145abfe267e6f6e774303169122c14470223542b93279e8-Lenovo-ThinkPad-T470p-SystemFirmware-1.35/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88bc,0x939c,0x85c7",ThinkPad T470p,0.1.35,2016-07-08
266,Lenovo,Client,lvfs/Lenovo/9f5919c3e922568e8e6793bbf1ed4b3e916399ab1076f7dcacf5a7cf6cdfd514-Lenovo-ThinkPad-T470s-SystemFirmware-1.36/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x85c7,0x88bc",ThinkPad T470s,0.1.36,2016-07-08
267,Lenovo,Client,lvfs/Lenovo/c07010cc10790b87a9a1970269d1d4b8aa92ddbe593b828cba9141210024105c-Lenovo-ThinkPad-X270-SystemFirmware-1.43/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x85c7,0x88bc",ThinkPad X270,0.1.43,2016-07-08
268,Lenovo,Client,lvfs/Lenovo/bba2be0e31eb23d9217e6c26e26d4596065cd61ccbb03c3564ab0292500b8b84-Lenovo-ThinkPad-T480-SystemFirmware-1.41/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x945c,0x8687",ThinkPad T480,0.1.41,2016-07-08
269,Lenovo,Client,lvfs/Lenovo/145f75656a32ac86daecab9c74730f10c74895c7-Lenovo-ThinkPad-T580P52s-SystemFirmware-0.1.14/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x89ac,0x9449,0x86b7",ThinkPad T580/P52s,0.1.14,2016-07-08
270,Lenovo,Client,lvfs/Lenovo/480d804f4a77a13ef70f8c018eca20670b60322d59710dd1ff6a71df7d1bc553-Lenovo-ThinkPad-X1Yoga2nd-SystemFirmware-0.1.42/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88bc,0x939c,0x85c7",ThinkPad X1 Yoga 2nd,0.1.42,2016-07-08
271,Lenovo,Client,lvfs/Lenovo/f040f817baf6f6a994668217100c85fa9a8a47b71b1df1902d8a74534e043d00-Lenovo-ThinkPad-X270-SystemFirmware-1.42/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88bc,0x85c7,0x939c",ThinkPad X270,0.1.42,2016-07-08
272,Lenovo,Client,lvfs/Lenovo/09caf1053e802b539f3a648f27f09ba7322993c0e182c07841d006fc426668d0-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.49P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x8687,0x897c",ThinkPad X1 Carbon 6th,0.1.49,2016-07-08
273,Lenovo,Client,lvfs/Lenovo/ecc9a41667a0f76bddf541f423017f3edbb5f3186ec00090c136cb8af0d1b354-Lenovo-ThinkPad-T480-SystemFirmware-1.41P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x897c,0x8687",ThinkPad T480,0.1.41,2016-07-08
274,Lenovo,Client,lvfs/Lenovo/9bc116b2ba2309ec9f930fa4328ca64f2dddb181a4ae20e69f30d53a79182d6d-Lenovo-ThinkPad-X280-SystemFirmwareP-1.42/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad X280,0.1.42,2016-07-08
275,Lenovo,Client,lvfs/Lenovo/56029ae7f7f9c01d27aff971b4753e0506c1b43e-Lenovo-ThinkPad-T570P51s-SystemFirmware-0.1.38/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x88bc,0x9359",ThinkPad T570/P51s,0.1.38,2016-07-08
276,Lenovo,Client,lvfs/Lenovo/c3443968a9c2498b7eb4d7b4612362ddc625a3020ee73dd4093a79a5f4263fbb-Lenovo-ThinkPad-X270-SystemFirmware-1.39/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x88bc,0x85c7",ThinkPad X270,0.1.39,2016-07-08
277,Lenovo,Client,lvfs/Lenovo/12ed2816f95c79ff617b993a3257f32df1955adb-Lenovo-ThinkPad-X1Yoga3rd-SystemFirmware-0.1.29/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x89ac,0x86b7,0x9449",ThinkPad X1 Yoga 3rd,0.1.29,2016-07-08
278,Lenovo,Client,lvfs/Lenovo/f55c73359414d5842eb4dbe90cf944f94a86c21c-Lenovo-ThinkPad-X1Yoga2nd-SystemFirmware-0.1.32/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x9359,0x88bc",ThinkPad X1 Yoga 2nd,0.1.32,2016-07-08
279,Lenovo,Client,lvfs/Lenovo/755e0e5d64af826fa697c8935853312415db138e066106b2ec88156c41ffaf3a-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.54P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x897c,0x945c",ThinkPad X1 Carbon 6th,0.1.54,2016-07-08
280,Lenovo,Client,lvfs/Lenovo/1a55a79e11aff3b300f70891c26afa4ffc890981d47b37bc17f4453435aa1eb4-Lenovo-ThinkPad-X1Carbon5th-SystemFirmware-1.50/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88bc,0x85c7,0x939c",ThinkPad X1 Carbon 5th,0.1.50,2016-07-08
281,Lenovo,Client,lvfs/Lenovo/b157b44cb2d777338be64585f3d85bd02f1de6d398c87800ad8d192c158998cc-Lenovo-ThinkPad-T480-SystemFirmware-1.31P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad T480,0.1.31,2016-07-08
282,Lenovo,Client,lvfs/Lenovo/61409394a3f9152e46180583d78f544ecd3bac992a9493adfde4c5c8a7eb121a-Lenovo-ThinkPad-T480-SystemFirmware-1.30/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x945c,0x897c",ThinkPad T480,0.1.30,2016-07-08
283,Lenovo,Client,lvfs/Lenovo/24d8216e54ce7a0f998abe65ed10d7ed27f76ad3-Lenovo-ThinkPad-X1Yoga3rd-SystemFirmware-0.1.34/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x896c,0x8677,0x9409",ThinkPad X1 Yoga 3rd,0.1.34,2016-07-08
284,Lenovo,Client,lvfs/Lenovo/9d9750f0e6d5c378cdd8f7eecde0eb8538a98c19-Lenovo-ThinkPad-L560-SystemFirmware-1.43/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xa9d1,0xad47",ThinkPad L560,0.1.43,2016-07-08
285,Lenovo,Client,lvfs/Lenovo/63bce1a87cd4be2c2945710787b00b04ad87a00c20f7e8ce80d0e658d2b305a6-Lenovo-ThinkPad-X1Yoga2nd-SystemFirmware-0.1.41/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88bc,0x85c7,0x939c",ThinkPad X1 Yoga 2nd,0.1.41,2016-07-08
286,Lenovo,Client,lvfs/Lenovo/c3daf1932f7e270d5895d84fc813dcdb5f086ecf33703007df75f732b0c09bee-Lenovo-ThinkPad-T480-SystemFirmware-1.40/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x897c,0x8687",ThinkPad T480,0.1.40,2016-07-08
287,Lenovo,Client,lvfs/Lenovo/e05f72ab3e6ef3e8a58cadd7c13cda5001b97b357c520c593326e2e8d02b5352-Lenovo-ThinkPad-X280-SystemFirmware-1.39/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x897c,0x8687",ThinkPad X280,0.1.39,2016-07-08
288,Lenovo,Client,lvfs/Lenovo/a281f9f288a851580ff11a59241ef3c5d2ffa8b2b7f5688220d5570e557f5de1-Lenovo-ThinkPad-X270-SystemFirmware-1.41/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x88bc,0x939c,0x85c7",ThinkPad X270,0.1.41,2016-07-08
289,Lenovo,Client,lvfs/Lenovo/f6128e8437516abf2682f8926f9e2b5352d10990ad2aa5b2aa7e5826803b4b4e-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.54/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x8687,0x897c",ThinkPad X1 Carbon 6th,0.1.54,2016-07-08
290,Lenovo,Client,lvfs/Lenovo/051430885f7b17fdba9a1296cbf59d65d60c746ffa9f3727a89c2a3002c59c7e-Lenovo-ThinkPad-X1Yoga3rd-SystemFirmware-0.1.40/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x945c,0x8687",ThinkPad X1 Yoga 3rd,0.1.40,2016-07-08
291,Lenovo,Client,lvfs/Lenovo/1c6252701c93ea1da7fe32cfdabbc96d97d2bacd74a55c36fc865396deddb421-Lenovo-ThinkPad-T480-SystemFirmware-1.44P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x897c,0x8687",ThinkPad T480,0.1.44,2016-07-08
292,Lenovo,Client,lvfs/Lenovo/7fd1a5adb2b0fcaeea313704ee2e8990df38272ff4d48f1cac6513ca3a38b10e-Lenovo-ThinkPad-T480-SystemFirmware-1.34P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x8687,0x897c",ThinkPad T480,0.1.34,2016-07-08
293,Lenovo,Client,lvfs/Lenovo/f2907c76ec480eabb3213ba11bf522ee0cec6732915ea32532dbcce8d31632db-Lenovo-ThinkPad-T470s-SystemFirmware-1.45/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x88bc,0x939c",ThinkPad T470s,0.1.45,2016-07-08
294,Lenovo,Client,lvfs/Lenovo/1fae1dc9100b9a9debac3b2a88fddfe2618e6fdf1669df3982b75d16c1cce40f-Lenovo-ThinkPad-T470s-SystemFirmware-1.42/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x85c7,0x88bc",ThinkPad T470s,0.1.42,2016-07-08
295,Lenovo,Client,lvfs/Lenovo/4c5ff0210d62fd65780de582a4dba2a54fd1040926da82a54ceca33230a050b2-Lenovo-ThinkPad-X1Carbon4th-X1Yoga1st-SystemFirmware-1.48/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xab61,0xaed7",ThinkPad X1 Carbon 4th / X1 Yoga 1st,0.1.48,2016-07-08
296,Lenovo,Client,lvfs/Lenovo/1e9ab16b5433558e2dac9353180a3db88fdc4d0e978a52e0aa979e3cb1ac4499-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.51P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad X1 Carbon 6th,0.1.51,2016-07-08
297,Lenovo,Client,lvfs/Lenovo/fe428aef29253f9faf38698ac2be093bc105047d854aaedcb486d8dfbba290be-Lenovo-ThinkPad-T480s-SystemFirmware-1.50P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad T480s,0.1.50,2016-07-08
298,Lenovo,Client,lvfs/Lenovo/f233db0a30bb6dfd2f0495131934792a0f15b65ea6f13b3d4f525384a83bd43f-Lenovo-ThinkPad-T480-SystemFirmware-1.44W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x945c,0x8687",ThinkPad T480,0.1.44,2016-07-08
299,Lenovo,Client,lvfs/Lenovo/806184eb0b3d3551bd98e267ea69d275371be9c6ee35797fc23ef78f0e8f23e3-Lenovo-ThinkPad-T480-SystemFirmware-1.39/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x8687,0x897c",ThinkPad T480,0.1.39,2016-07-08
300,Lenovo,Client,lvfs/Lenovo/12cd7aac1844a190bb82838b8b3949655b536829aa8c484b5695470288e9e849-Lenovo-ThinkPad-T480s-SystemFirmware-1.45P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad T480s,0.1.45,2016-07-08
301,Lenovo,Client,lvfs/Lenovo/83450d44301cbb497f906076bb6dd1a0e4986fb9e14ba754c7453752c84f5c5c-Lenovo-ThinkPad-X1Carbon4th-X1Yoga1st-SystemFirmware-1.53/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xae27,0xaab1",ThinkPad X1 Carbon 4th / X1 Yoga 1st,0.1.53,2016-07-08
302,Lenovo,Client,lvfs/Lenovo/6d569444560ecd5e53c51906c5ee4a104a1c53a35c635e7030f306429797b523-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.46P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x945c,0x8687,0x897c",ThinkPad X1 Carbon 6th,0.1.46,2016-07-08
303,Lenovo,Client,lvfs/Lenovo/4e1e7c970e4863a63279b31b97b603ff727dc46981faf0b6269f5c256bfa5d0c-Lenovo-ThinkPad-T470-SystemFirmware-1.66/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x85c7,0x88bc",ThinkPad T470 / ThinkPad 25,0.1.66,2016-07-08
304,Lenovo,Client,lvfs/Lenovo/a66398b30e5d4a13b8c5b1a8b8e0ec14476231da4ab57e04475388096dbeaab8-Lenovo-ThinkPad-X1Carbon6th-SystemFirmware-1.55/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x945c,0x8687",ThinkPad X1 Carbon 6th,0.1.55,2016-07-08
305,Lenovo,Client,lvfs/Lenovo/4394149de0f8419317aba91a38ca4e10c9907dc6-Lenovo-ThinkPad-T580P52s-SystemFirmware-0.1.15/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x89ac,0x9449,0x86b7",ThinkPad T580/P52s,0.1.15,2016-07-08
